XFMR F-1-j-1-01-SB-02 / 01,no ruteado,0
XFMR F-1-j-1-01-SB-01 / 01,no ruteado,0
PMDC E-1-m / 04,2A-P-E-450-511,2694,2A-P-E-450-510,2870,2A-P-E-300-511T001,1120
BDC F-1-j-1 / 20,2A-P-E-900-253.3,7785,2A-P-E-900-253.2,8303,2A-P-E-900-252.2T001,1420,2A-P-E-300-331T005,1353,2A-P-E-900-330,16936,2A-P-E-900-271,7940,2A-P-E-900-252.1,454,2A-P-E-900-331.1,3839,2A-P-E-900-331.2,3555
BDC F-1-j-1 / 23,no ruteado,0
BDC F-1-j-1 / 25,no ruteado,0
GEN F-1-m / 01,2A-P-E-900-411,5990,2A-P-E-900-412,5915
GEN F-1-j / 01,2A-P-E-900-405,7911,2A-P-E-900-406,7311
GEN F-1-c / 01,2B-P-E-900-103,23182,2B-P-E-900-104,23230,2B-P-E-900-201,14096,2B-P-E-900-202,14752
GEN F-1-b / 01,2B-P-E-900-101,27280,2B-P-E-900-102,27191,2B-P-E-900-301,15076,2B-P-E-900-302,15076
XFMR E-1-m-1-03 / 10,no ruteado,0
GEN F-1-a / 01,2B-P-E-900-105,21682,2B-P-E-900-106,21571,2B-P-E-900-203,9728,2B-P-E-900-204,9978
GEN E-1-m / 01,2A-P-E-900-408,6206,2A-P-E-900-409,5816
GEN E-1-j / 01,2A-P-E-900-402,7766,2A-P-E-900-403,7206
GEN E-1-i / 01,2A-P-E-900-107,43284,2A-P-E-900-108,43485,2A-P-E-900-303,9897,2A-P-E-900-304,10172
GEN E-1-f / 01,no ruteado,0
GEN E-1-e / 01,2B-P-E-900-111,29425,2B-P-E-900-112,29145,2B-P-E-900-303,16983,2B-P-E-900-304,18582
GEN E-1-d / 01,2B-P-E-900-109,23730,2B-P-E-900-110,23661,2B-P-E-900-207,10151,2B-P-E-900-208,10269
GEN E-1-c / 01,2A-P-E-900-101,27748,2A-P-E-900-102,27323,2A-P-E-900-201,8286,2A-P-E-900-202,8586
GEN E-1-b / 01,2A-P-E-900-105,36467,2A-P-E-900-106,36286,2A-P-E-900-301,8997,2A-P-E-900-302,8937
GEN E-1-a / 01,2A-P-E-900-103,27737,2A-P-E-900-104,27452,2A-P-E-900-203,9722,2A-P-E-900-204,9806
BDC F-1-j-1 / 24,no ruteado,0
BDC F-1-j-1 / 09,2A-P-E-900-252.4,3751,2A-P-E-900-253.3,4488,2A-P-E-900-331,7119,2A-P-E-300-331T001,1353,2A-P-E-900-252.2T001,1420,2A-P-E-900-252.2,8591,2A-P-E-900-330,16936,2A-P-E-900-271,7940
BDC F-1-j-1 / 05,2A-P-E-900-252.1,5493,2A-P-E-900-252.2,2502,2A-P-E-300-252.1T005,2590,2A-P-E-900-252.2T001,1420
BDC F-1-j-1 / 27,2A-P-E-900-253.3,7785,2A-P-E-900-253.2,8303,2A-P-E-900-252.2T001,1420,2A-P-E-900-330,3225,2A-P-E-900-271,7940,2A-P-E-900-252.1,454,2A-P-E-300-331T010,1353,2A-P-E-900-331.1,3839,2A-P-E-900-331.2,3555
BDC E-1-j-1 / 05,2A-P-E-300-209T003,2802,2A-P-E-600-210,8855,2A-P-E-900-210T002,670
BDC E-1-j-1 / 18,2A-P-E-600-306,10501,2A-P-E-900-219,7892,2A-P-E-600-209,4191,2A-P-E-900-210T002,670
BDC E-1-j-1 / 24,2A-P-E-900-324,114817,2A-P-E-600-209,2633,2A-P-E-900-210T002,670,2A-P-E-600-307,12462,2A-P-E-900-331,7119,2A-P-E-300-331T005,1353,2A-P-E-900-218,7646
BDC E-1-j-1 / 27,2A-P-E-900-324,114817,2A-P-E-300-331T006,1353,2A-P-E-600-209,2633,2A-P-E-900-210T002,670,2A-P-E-600-307,12462,2A-P-E-900-331,7119,2A-P-E-900-218,7646
BDC E-1-j-1 / 28,2A-P-E-900-324,114817,2A-P-E-300-331T009,1353,2A-P-E-600-209,2633,2A-P-E-900-210T002,670,2A-P-E-600-307,12462,2A-P-E-900-331,7119,2A-P-E-900-218,7646
ATS-PH-TR-2A-01 / 01,2A-P-E-450-511,2694,2A-P-E-450-512,3368,2A-P-E-300-512T001,2690,2A-P-E-300-511T001,1120
ATS-EB-2A-03 / 01,no ruteado,0
ATS-EB-2A-02 / 01,2A-P-E-900-323.1,63903,2A-P-E-900-323,51076,2A-P-E-600-306,21674,2A-P-E-300-331T005,1353,2A-P-E-900-331.1,3560,2A-P-E-900-331.2,3555
UPS-F-1-j-1-01-SB / 01,2A-P-E-900-252.1,11094,2A-P-E-600-259T005,916,2A-P-E-900-253.3,490,2A-P-E-900-252.4,527,2A-P-E-300-252.1T001,2190,2A-P-E-900-259,5425
UPS-E-1-j-1-01-NA / 01,2A-P-E-900-240,17891,2A-P-E-900-232,8106,2A-P-E-600-258T004,801,2A-P-E-900-238.2,4113,2A-P-E-900-258,11871,2A-P-E-900-238,1879,2A-P-E-300-238.2T003,985
BDC E-1-j-1 / -,no ruteado,0
